"","x"
"1",-0.187300635674746
"2",0.202757393001498
"3",0.374135250378079
"4",-0.783971032626204
"5",-0.545345771340476
"6",1.58175033561274
"7",0.061399287729663
"8",-1.30625681617516
"9",-0.14706534933084
"10",-0.95398401914301
"11",0.834793797932657
"12",1.04778186150429
"13",3.05759552195018
"14",1.38511488946676
"15",0.919878479563512
"16",0.479067871835217
"17",0.402438355625207
"18",-1.16699880956506
"19",0.449646713545632
"20",1.55937896413294
"21",-0.573934826144322
"22",0.463332895995114
"23",0.249203676901391
"24",0.187677836411697
"25",0.608634414729426
"26",0.615345445051859
"27",-0.858654633244624
"28",-2.84595870567945
"29",-0.950652680017941
"30",1.55083662579987
"31",-0.837215155526789
"32",-1.33770616178653
"33",-1.86445790615457
"34",0.106692936186527
"35",-0.187881774816404
"36",-1.32685782869883
"37",0.211749622485198
"38",1.02877376726686
"39",0.17296939161396
"40",-0.383308150837146
"41",0.775173282694709
"42",0.267524476220581
"43",-0.134830643073113
"44",0.630885546193358
"45",-0.245612916760461
"46",0.533773882398817
"47",0.197411062972487
"48",-0.864239183795558
"49",1.24141341717688
"50",0.356066626088403
"51",-0.075222904167752
"52",0.800074785438372
"53",-0.642851025114472
"54",0.357412060862253
"55",-0.847474434961948
"56",-1.91444795948188
"57",-0.171080017363369
"58",0.307566239603064
"59",-0.126823492693088
"60",1.76287946238331
"61",0.279366133855719
"62",-1.41551620363091
"63",1.41201371172447
"64",-0.640315097048422
"65",-0.493512225696682
"66",0.592365789447917
"67",0.0802189740317098
"68",1.33332796050875
"69",-1.483489203122
"70",-0.777820241923333
"71",-0.00584266304798042
"72",-0.109491953634348
"73",-0.469134153340815
"74",1.52258953968745
"75",-0.106694312629435
"76",2.32392996109742
"77",1.32767591421055
"78",-0.531755658804693
"79",1.73457754044569
"80",-0.16465007987962
"81",0.431622487315733
"82",0.569360967238053
"83",0.251897737893387
"84",-1.3547007445797
"85",-1.34366714373356
"86",0.214604425145097
"87",0.223858154160657
"88",-0.692710282454648
"89",-0.716940628245348
"90",-0.345980669494021
"91",0.354963576223634
"92",1.30250159181731
"93",0.962462415854691
"94",-1.30163049608776
"95",1.30327751958515
"96",0.355373145156439
"97",-2.22271126491508
"98",-0.359354972483473
"99",-0.518094229748078
"100",-0.991416739926247
"101",-0.322075171526246
"102",1.67635937838841
"103",0.450327857899663
"104",-0.368910733001504
"105",-1.78442324553911
"106",0.70865017629434
"107",1.33359802156772
"108",-0.416912366409902
"109",0.166478325439561
"110",0.660044087790374
"111",0.176075753656105
"112",1.13337458130326
"113",-1.27052407306888
"114",0.168662441025926
"115",0.550206698825121
"116",-0.579974979718748
"117",0.76919522131996
"118",-0.915118939525287
"119",-0.21347614164249
"120",-0.789552602075562
"121",-1.2061211838817
"122",0.0440545161404562
"123",-0.530963367424021
"124",-1.60727250482581
"125",-0.397161471032841
"126",-0.481494371374174
"127",0.515859456801799
"128",2.08178239461245
"129",0.1628537077604
"130",-0.329030900292973
"131",-0.558231754046431
"132",1.09961557814881
"133",-0.457487101867824
"134",1.1283986086572
"135",0.671301129385997
"136",-0.432750397994137
"137",-1.29128333881508
"138",-0.729421035141689
"139",0.481545737297716
"140",-0.28753523612739
"141",-0.928796051107187
"142",-1.06338436288132
"143",0.0788034438613766
"144",3.00522557431409
"145",-0.153744102436095
"146",0.948071179893747
"147",-1.64521600093311
"148",-0.0614914487297586
"149",-0.611339934317671
"150",0.406979280350319
"151",-0.955454432838771
"152",0.454167263201405
"153",0.567474307336926
"154",-0.523823969965511
"155",0.811754650159663
"156",-1.11411662149318
"157",-1.87404837534633
"158",-1.24158863151578
"159",-0.81858384766139
"160",-0.934335942172046
"161",0.265959130322894
"162",-0.0966886152656918
"163",0.107485696314155
"164",-0.00881983019988447
"165",-2.05824198394651
"166",-0.982131559333037
"167",1.28928094763294
"168",-0.0412664507127051
"169",-0.479703077525912
"170",-1.645326842364
"171",0.701286178071559
"172",0.761989812228584
"173",0.300058519956556
"174",-1.69861688503092
"175",0.486162027406368
"176",0.362724337130949
"177",1.6035244227916
"178",0.35205480511375
"179",0.233771659362705
"180",1.1553330388815
"181",-0.0932723958970329
"182",0.322236285890241
"183",1.04210831701995
"184",0.193438844867782
"185",0.33579865078045
"186",-0.95296622764213
"187",-0.0497023213067387
"188",1.74670729077483
"189",-0.187288090296272
"190",-0.0537758672387306
"191",2.34264514921028
"192",-0.242808334203645
"193",0.940582077709044
"194",0.661579374663762
"195",0.25363972148636
"196",0.406287000854142
"197",0.941891003832709
"198",-0.504037669853415
"199",0.298207125640902
"200",-0.0969743497460417
"201",-0.474468156625325
"202",-0.803286594812054
"203",-1.77303275106621
"204",-0.217114225205338
"205",-0.00821264121371947
"206",1.30575153466305
"207",0.89122432495197
"208",0.412158473027414
"209",-0.878736416897756
"210",-0.260161768051635
"211",-0.0233749188879292
"212",-1.77378700710791
"213",1.3266056275882
"214",-1.95390474161363
"215",0.355122901738695
"216",-1.0437346255808
"217",-0.632598298949108
"218",-0.806357123704393
"219",1.39832234879745
"220",0.874628882499595
"221",-0.791757681768862
"222",0.313578622675513
"223",-0.55510942842504
"224",-0.690173200393564
"225",-0.0850455670290253
"226",-1.39506271416881
"227",-0.743997561189986
"228",-1.36126820649879
"229",0.50300877685482
"230",-0.242886103195393
"231",-1.27691299594602
"232",0.917725095282382
"233",-0.136159178618864
"234",-1.21664587005801
"235",2.13942389380325
"236",-0.765556997690832
"237",-0.462186892901912
"238",-0.496671958714252
"239",-0.501196274783906
"240",-0.726085068590851
"241",0.89834265133227
"242",0.0592086848481884
"243",0.371146908434929
"244",1.69597852642515
"245",0.262547523375295
"246",-1.40685156526791
"247",-0.0650274217607909
"248",1.29894888254102
"249",0.647721491648927
"250",-1.98744115529719
"251",-0.149601039081303
"252",0.80836672709308
"253",-1.6708320295795
"254",-0.156297816346061
"255",1.08923115437431
"256",0.439620241050765
"257",0.173406201577438
"258",-0.604122305045993
"259",1.12699153431035
"260",-1.06871901282553
"261",1.04421710901962
"262",-0.571738296761058
"263",0.310562082528528
"264",-2.49531883576283
"265",1.40134398049102
"266",-1.03600982901507
"267",0.413107984192215
"268",-1.22489960398517
"269",-0.69433842337284
"270",-0.927518354628464
"271",-0.114586738693215
"272",1.01453175796769
"273",0.00508469218494285
"274",2.14964284289364
"275",0.576680217033436
"276",-1.06886358544119
"277",-0.0198851222614583
"278",0.216388299823405
"279",0.765900476466276
"280",-0.717023368502175
"281",-0.696504636229627
"282",-0.10808559001156
"283",1.87810901919809
"284",-1.86919665897304
"285",0.499864154597016
"286",-0.24596839147078
"287",-1.29088759472386
"288",-0.369380971859065
